date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:05:14	39824/39824	U-----	200	untouched ('')	image/png	etag:%22f6560ee8d4e59bbb745a7d93cedcddee%22	https://www.air-closet.com/assets/images/index/handling_items_2.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/index/handling_items_2.png	(from https://www.air-closet.com/)
08:05:15	227011/227011	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22376c3-J8DPMOqFq1H7XREQzv2MrJo2UUI%22	https://www.air-closet.com/'/assets/images/guestlp/top/carousel/desktop/item/item_PC1.png'	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/'/assets/images/guestlp/top/carousel/desktop/item/item_PC1.png'	(from https://www.air-closet.com/)
08:05:15	5454/5454	U-----	200	untouched ('')	image/png	etag:%22fffcf515e7a29e0ac0fb324c48acb25e%22	https://cdn-b.assets.air-closet.com/assets/images/later-payment/np_sp.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/later-payment/np_sp.png	(from https://www.air-closet.com/)
08:05:15	92550/92550	U-----	200	untouched ('')	image/jpeg	etag:%22eefdb8fb7ef183ba38ef08921c2a11d4%22	https://cdn-b.assets.air-closet.com/assets/images/life/aclife_top.jpg	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/life/aclife_top.jpg	(from https://www.air-closet.com/)
08:05:15	159269/159269	U-----	200	untouched ('')	image/jpeg	etag:%22ecb2d76ecd69f745daa73561648ca4c8%22	https://www.air-closet.com/assets/images/quality/pc/kv/1-1-background.jpg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/pc/kv/1-1-background.jpg	(from https://www.air-closet.com/)
08:05:15	137995/137995	U-----	200	untouched ('')	image/jpeg	etag:%22847bca24dc6620c24b08a961e223bd21%22	https://www.air-closet.com/assets/images/quality/sp/kv/1-1-background.jpg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/sp/kv/1-1-background.jpg	(from https://www.air-closet.com/)
08:05:15	245581/245581	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223bf4d-I2PoyLclTqRXbL5h0KXGFBHrmeM%22	https://www.air-closet.com/'/assets/images/guestlp/top/carousel/desktop/item/item_PC2.png'	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/'/assets/images/guestlp/top/carousel/desktop/item/item_PC2.png'	(from https://www.air-closet.com/)
08:05:16	166/166	U-----	200	untouched ('')	image/png	etag:%2202a2fc093a8d5df7178f067ac52ab3cf%22	https://www.air-closet.com/assets/images/quality/pc/q--kvno-arrow-45694646c5.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/pc/q--kvno-arrow-45694646c5.png	(from https://www.air-closet.com/)
08:05:16	147456/147456	U-----	200	untouched ('')	image/png	etag:%22ea1f68b509c972b654143fa9f1986315%22	https://www.air-closet.com/assets/images/quality/pc/q--kvbg-1-ff330ea581.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/pc/q--kvbg-1-ff330ea581.png	(from https://www.air-closet.com/)
08:05:16	260610/260610	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223fa02-TE8RfhVqfVRzt50qqCAFYVIE1aE%22	https://www.air-closet.com/'/assets/images/guestlp/top/carousel/desktop/item/item_PC3.png'	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/'/assets/images/guestlp/top/carousel/desktop/item/item_PC3.png'	(from https://www.air-closet.com/)
08:05:16	339229/339229	U-----	200	untouched ('')	image/png	etag:%22b1002c1e6381e900c8ddb10dd8d2c1cc%22	https://www.air-closet.com/assets/images/quality/pc/q--s1bg-8bf1a58f5f.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/pc/q--s1bg-8bf1a58f5f.png	(from https://www.air-closet.com/)
08:05:16	75344/75344	U-----	200	untouched ('')	image/png	etag:%22689223c7d5f488b392af27748e7b479a%22	https://www.air-closet.com/assets/images/quality/pc/q--s2img1-5faaef8931.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/pc/q--s2img1-5faaef8931.png	(from https://www.air-closet.com/)
08:05:17	227011/227011	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22376c3-kSflkvQuiAhPHoiliCoIkSFymXQ%22	https://www.air-closet.com/'/assets/images/guestlp/top/carousel/mobile/item/item_SP1.png'	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/'/assets/images/guestlp/top/carousel/mobile/item/item_SP1.png'	(from https://www.air-closet.com/)
08:05:17	374576/374576	U-----	200	untouched ('')	image/png	etag:%220744e4336d0f2f30fd0967c33635afb5%22	https://www.air-closet.com/assets/images/quality/pc/q--s3bg-ddcebd1db1.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/quality/pc/q--s3bg-ddcebd1db1.png	(from https://www.air-closet.com/)
08:05:18	3224/3224	U--M-Z	200	updated ('OK')	application/x-javascript	etag:%222503bacc9526bc55e24448f3d80310ca%22	http://connect.facebook.net/ja_JP/sdk.js	C:/Users/Abo/Desktop/air-closet/connect.facebook.net/ja_JP/sdk.js	(from https://www.air-closet.com/)
08:05:18	9155/9155	U-----	200	untouched ('')	image/png	etag:%22faf22934617a0e727d95707882bf0271%22	https://www.air-closet.com/assets/images/accessory/bg.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/accessory/bg.png	(from https://www.air-closet.com/)
08:05:18	245581/245581	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223bf4d-FN3Qm+71Itkti5X7/LmWEjI2D0w%22	https://www.air-closet.com/'/assets/images/guestlp/top/carousel/mobile/item/item_SP2.png'	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/'/assets/images/guestlp/top/carousel/mobile/item/item_SP2.24.delayed	(from https://www.air-closet.com/)
08:05:43	1198/1198	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2017%20Mar%202021%2001:05:18%20GMT	https://use.typekit.net/kps6lxx.css	C:/Users/Abo/Desktop/air-closet/use.typekit.net/kps6lxx.css	(from https://www.air-closet.com/)
08:05:43	4820/4820	U-----	200	untouched ('')	application/javascript	etag:%225e8adada-12d4%22	https://d.line-scdn.net/r/web/social-plugin/js/thirdparty/loader.min.js	C:/Users/Abo/Desktop/air-closet/d.line-scdn.net/r/web/social-plugin/js/thirdparty/loader.min.js	(from https://www.air-closet.com/)
08:05:43	2839/2839	U-----	200	untouched ('')	image/png	etag:%22a268f30038b73040f3d6df34bf3c6670%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/logo.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/logo.png	(from https://www.air-closet.com/)
08:05:43	1291/1291	U-----	200	untouched ('')	image/png	etag:%22391da2585effd4c7f39a705bddc81582%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/login.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/login.png	(from https://www.air-closet.com/)
08:05:44	245/245	U-----	200	untouched ('')	image/png	etag:%22948c53b3b93e9162f240d2e918461039%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/hamburger.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/hamburger.png	(from https://www.air-closet.com/)
08:05:44	260610/260610	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223fa02-7hOxXsa5dBVcSBd2qbcHKtY6Bis%22	https://www.air-closet.com/'/assets/images/guestlp/top/carousel/mobile/item/item_SP3.png'	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/'/assets/images/guestlp/top/carousel/mobile/item/item_SP3.25.delayed	(from https://www.air-closet.com/)
08:05:46	250527/250527	U--MCZ	200	updated ('OK')	text/html	etag:W/%223d29f-f0qRJhfVPHVVDjDQk4HaBpVE+hY%22	https://www.air-closet.com/style-book/	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/style-book/index.html	(from https://www.air-closet.com/)
08:06:26	3677131/3677131	U-----	200	untouched ('')	image/jpeg	etag:%224d9b3ebd15aaffa9ec0da437bd43b7e5%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/menu/img.jpg	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/menu/img.jpg	(from https://www.air-closet.com/)
08:06:26	234768/234768	U-----	200	untouched ('')	image/jpeg	etag:%22979b548ff722c0322310e76ba25e2feb%22	https://www.air-closet.com/assets/images/campaign/2021/for-medical-worker/bnr_short_sp.jpg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/campaign/2021/for-medical-worker/bnr_short_sp.jpg	(from https://www.air-closet.com/)
08:06:26	494/494	U-----	200	untouched ('')	image/png	etag:%2201aff88103e2bc2cd22bd10da648d964%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/menu/close.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/common/header/menu/close.png	(from https://www.air-closet.com/)
08:06:26	253552/253552	U-----	200	untouched ('')	image/jpeg	etag:%22ee630c0e89f43d902c2eb8f5b84b3a5e%22	https://www.air-closet.com/assets/images/campaign/2021/for-medical-worker/bnr_short_pc.jpg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/campaign/2021/for-medical-worker/bnr_short_pc.jpg	(from https://www.air-closet.com/)
08:06:27	11002/11002	U-----	200	untouched ('')	image/png	etag:%22f99a75f9269ce5f34ec9be2fae32c947%22	https://www.air-closet.com/assets/images/guestlp/top/evaluation/mobile/img.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/guestlp/top/evaluation/mobile/img.png	(from https://www.air-closet.com/)
08:06:27	17953/17953	U-----	200	untouched ('')	image/png	etag:%220b05a2f61ef387432fa05d3fb8ad3249%22	https://www.air-closet.com/assets/images/guestlp/top/evaluation/desktop/img.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/guestlp/top/evaluation/desktop/img.png	(from https://www.air-closet.com/)
08:06:27	3523/3523	U-----	200	untouched ('')	image/png	etag:%2246f1ca7de059d263490ca47fed998d0e%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/number.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/number.png	(from https://www.air-closet.com/)
08:06:27	7891/7891	U-----	200	untouched ('')	image/png	etag:%22dfce9346222d66014907459fa0673266%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/stylist.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/stylist.png	(from https://www.air-closet.com/)
08:06:27	298764/298764	U-----	200	untouched ('')	image/png	etag:%2231614228fb860fec064c0a416b78486d%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/3items.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/3items.png	(from https://www.air-closet.com/)
08:06:27	704835/704835	U-----	200	untouched ('')	image/png	etag:%229ac43ba721b394d6a12f3ba47052920c%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/img.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/img.png	(from https://www.air-closet.com/)
08:06:28	268702/268702	U-----	200	untouched ('')	image/png	etag:%22caa3f66210653d716fe5a5764c20e19e%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/1.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/1.png	(from https://www.air-closet.com/)
08:06:28	162234/162234	U-----	200	untouched ('')	image/png	etag:%22110c4144dd3761ed9a001d48dc6bedad%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/2.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/2.png	(from https://www.air-closet.com/)
08:06:28	191359/191359	U-----	200	untouched ('')	image/png	etag:%22f5ac213831b9ebaf4ca0c9b61831d533%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/3.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/3.png	(from https://www.air-closet.com/)
08:06:28	223630/223630	U-----	200	untouched ('')	image/png	etag:%2249a4adb2c0a363b411fa915e4ff1815d%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/4.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/4.png	(from https://www.air-closet.com/)
08:06:29	302873/302873	U-----	200	untouched ('')	image/png	etag:%22da7a56322dca49a256e1b124a2985dc2%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/5.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/5.png	(from https://www.air-closet.com/)
08:06:54	153405/153405	U-----	200	untouched ('')	image/png	etag:%22e51bf8ece553abc72a015a2b4dba8361%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/6.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/6.png	(from https://www.air-closet.com/)
08:06:54	197819/197819	U-----	200	untouched ('')	image/png	etag:%22dafcb24fc2d7598d9796f2e2ef0d4c1d%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/7.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/7.png	(from https://www.air-closet.com/)
08:06:54	4477/4477	U-----	200	untouched ('')	image/png	etag:%229e341bc04a1c63eb25a1565fb28b7d9e%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/number.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/number.png	(from https://www.air-closet.com/)
08:06:54	398660/398660	U-----	200	untouched ('')	image/png	etag:%2238d9a62d53e8635044dff22fbad43006%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/3items.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/3items.png	(from https://www.air-closet.com/)
08:06:55	651563/651563	U-----	200	untouched ('')	image/png	etag:%223b13ffa3d75d21bf098522d982ab4f73%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/img.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/img.png	(from https://www.air-closet.com/)
08:06:55	174201/174201	U-----	200	untouched ('')	image/png	etag:%226cbe2d9c7d9fc7a73aa82b2de903a598%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/2.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/2.png	(from https://www.air-closet.com/)
08:06:55	219497/219497	U-----	200	untouched ('')	image/png	etag:%2228fed4fa3433fba4d4a4ff6b159bd9ec%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/3.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/3.png	(from https://www.air-closet.com/)
08:06:55	217323/217323	U-----	200	untouched ('')	image/png	etag:%22948cb485d43f586e8c358dc6802f5c81%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/4.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/4.png	(from https://www.air-closet.com/)
08:06:55	302534/302534	U-----	200	untouched ('')	image/png	etag:%220949503bfce44c1279e8b41f06c6b911%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/5.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/5.png	(from https://www.air-closet.com/)
08:06:55	238188/238188	U-----	200	untouched ('')	image/png	etag:%22643882de18b7fc9f310b0c60840b776f%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/1.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/1.png	(from https://www.air-closet.com/)
08:06:56	155497/155497	U-----	200	untouched ('')	image/png	etag:%22788968f3a360b88e65cb3077b3cab184%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/6.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/6.png	(from https://www.air-closet.com/)
08:06:56	249031/249031	U-----	200	untouched ('')	image/png	etag:%222d04319deeeb34a9ad0cfe4454fe88fe%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/7.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/7.png	(from https://www.air-closet.com/)
08:06:56	3483/3483	U-----	200	untouched ('')	image/png	etag:%22d8f0ab21f1ab7c86f53dc475af8fbe93%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/numberB.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/1/numberB.png	(from https://www.air-closet.com/)
08:06:57	903/903	U-----	200	untouched ('')	image/png	etag:%2270eb9033c3e58213626c2aa4819ecf53%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/scroll_icon.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/scroll_icon.png	(from https://www.air-closet.com/)
08:06:57	718/718	U-----	200	untouched ('')	image/png	etag:%22273da08d0a0b4320225e81e8860c2d35%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/scroll_text.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/scroll_text.png	(from https://www.air-closet.com/)
08:06:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2017%20Mar%202021%2001:06:57%20GMT	https://www.air-closet.com/assets/images/personal-diagnosis/penLine-sp.svg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/personal-diagnosis/penLine-sp.c5.delayed	(from https://www.air-closet.com/assets/459852ac98523b5b7e82.css)
08:06:57	271782/271782	U-----	200	untouched ('')	image/png	etag:%22da6940c9460c1f3c6b5860f4c562e983%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/1.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/1.png	(from https://www.air-closet.com/)
08:06:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2017%20Mar%202021%2001:06:57%20GMT	https://www.air-closet.com/assets/images/service/bg_pc.jpg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/service/bg_pc.jpg	(from https://www.air-closet.com/assets/459852ac98523b5b7e82.css)
08:07:38	151513/151513	U-----	200	untouched ('')	image/png	etag:%22a2233dd130593d4f92142dda065680f1%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/2.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/2.png	(from https://www.air-closet.com/)
08:07:41	206083/206083	U-----	200	untouched ('')	image/png	etag:%2215e2df2ee84afe1da9488a37df7f5630%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/3.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/3.png	(from https://www.air-closet.com/)
08:07:41	214418/214418	U-----	200	untouched ('')	image/png	etag:%22bcec9167c441dade2d8b46782f4826a7%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/4.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/4.png	(from https://www.air-closet.com/)
08:07:42	220995/220995	U-----	200	untouched ('')	image/png	etag:%22260e5a8540eb84cd6e192720abc1b79e%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/5.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/5.png	(from https://www.air-closet.com/)
08:08:23	162851/162851	U-----	200	untouched ('')	image/png	etag:%22006664cf34f2705a72c74c0f18aa010f%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/6.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/6.png	(from https://www.air-closet.com/)
08:08:23	240599/240599	U-----	200	untouched ('')	image/png	etag:%22c043e41877b942533d09f0ba0c455071%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/7.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/1/7.png	(from https://www.air-closet.com/)
08:08:23	4483/4483	U-----	200	untouched ('')	image/png	etag:%22b949f70c2054603206a69e41cef360cd%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/numberB.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sample/2/numberB.png	(from https://www.air-closet.com/)
08:08:23	315514/315514	U-----	200	untouched ('')	image/png	etag:%22ba88d846e75589f47da146432aae0a13%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/2/1.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/2/1.png	(from https://www.air-closet.com/)
08:09:07	182679/182679	U-----	200	untouched ('')	image/png	etag:%22a3db21d960336f4dd83ea60475682309%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/2/2.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/2/2.png	(from https://www.air-closet.com/)
08:09:08	196155/196155	U-----	200	untouched ('')	image/png	etag:%227bb72ac4d2bc8991510185d959fcca55%22	https://cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/2/3.png	C:/Users/Abo/Desktop/air-closet/cdn-b.assets.air-closet.com/assets/images/guestlp/top/sampleB/2/3.png	(from https://www.air-closet.com/)
